Dataset,Algorithm,Lambda,MemoryKB,TimeMS,TourLength,Bends,AvgBendAngle,Accuracy%
xql662,hhi_MST,3.50,3840,0,3601,653,126.53,0.00
xql662,hhi_MST,4.00,3840,0,3513,653,127.11,0.00
xql662,hhi_MST,4.50,3840,0,3764,654,125.39,0.00
xql662,hhi_MST,5.00,3840,0,3768,654,127.33,0.00
xql662,hhi_MST,7.00,3840,0,3935,657,126.57,0.00
xql662,hhi_MST,10.00,3840,0,3803,652,127.91,0.00
xql662,hhi_MST,25.00,3840,0,3918,659,128.10,0.00
xql662,hhi_MST,50.00,3840,0,3818,659,129.50,0.00
xql662,hhi_MST,75.00,3840,0,3852,658,131.12,0.00
xql662,hhi_MST,100.00,3840,0,3950,660,129.84,0.00
xql662,hhi_MST,200.00,3840,0,4030,660,130.56,0.00
kz9976,hhi_MST,0.00,4096,8,1646769,9942,111.56,0.00
kz9976,hhi_MST,0.50,4096,6,1647715,9943,111.56,0.00
kz9976,hhi_MST,1.00,4096,6,1647440,9943,111.61,0.00
kz9976,hhi_MST,1.50,4096,6,1647207,9943,111.63,0.00
kz9976,hhi_MST,2.00,4096,17,1647203,9942,111.61,0.00
kz9976,hhi_MST,2.50,4096,25,1646398,9944,111.60,0.00
kz9976,hhi_MST,3.00,4096,9,1646398,9944,111.60,0.00
kz9976,hhi_MST,3.50,4096,11,1646389,9944,111.61,0.00
kz9976,hhi_MST,4.00,4096,7,1655499,9942,111.85,0.00
kz9976,hhi_MST,4.50,4096,7,1654888,9944,111.83,0.00
kz9976,hhi_MST,5.00,4096,9,1653264,9946,111.77,0.00
kz9976,hhi_MST,7.00,4096,8,1655371,9947,111.84,0.00
kz9976,hhi_MST,10.00,4096,9,1655877,9949,112.00,0.00
kz9976,hhi_MST,25.00,4096,10,1683875,9956,111.85,0.00
kz9976,hhi_MST,50.00,4096,6,1651490,9948,113.29,0.00
kz9976,hhi_MST,75.00,4096,6,1653450,9948,113.68,0.00
kz9976,hhi_MST,100.00,4096,7,1669302,9947,114.36,0.00
kz9976,hhi_MST,200.00,4096,6,1676952,9953,115.98,0.00
ei8246,hhi_MST,0.00,4224,7,280670,8233,113.90,0.00
ei8246,hhi_MST,0.50,4224,8,280188,8227,114.42,0.00
ei8246,hhi_MST,1.00,4224,10,285506,8234,113.87,0.00
ei8246,hhi_MST,1.50,4224,9,283027,8231,114.52,0.00
ei8246,hhi_MST,2.00,4224,8,282874,8229,114.38,0.00
ei8246,hhi_MST,2.50,4224,8,280062,8231,114.91,0.00
ei8246,hhi_MST,3.00,4224,10,286249,8230,115.03,0.00
ei8246,hhi_MST,3.50,4224,8,283195,8230,115.43,0.00
ei8246,hhi_MST,4.00,4224,10,287552,8228,114.61,0.00
ei8246,hhi_MST,4.50,4224,9,288469,8232,114.88,0.00
ei8246,hhi_MST,5.00,4224,8,287088,8229,114.75,0.00
ei8246,hhi_MST,7.00,4224,7,282003,8230,115.59,0.00
ei8246,hhi_MST,10.00,4224,9,286535,8234,116.01,0.00
ei8246,hhi_MST,25.00,4224,9,288961,8232,117.81,0.00
ei8246,hhi_MST,50.00,4224,9,291622,8241,119.65,0.00
ei8246,hhi_MST,75.00,4224,8,293270,8241,121.36,0.00
ei8246,hhi_MST,100.00,4224,8,297542,8240,121.87,0.00
ei8246,hhi_MST,200.00,4224,8,306277,8237,124.10,0.00
vm22775,hhi_MST,0.00,4524,16,899774,22235,115.44,0.00
vm22775,hhi_MST,0.50,4524,15,894081,22328,116.65,0.00
vm22775,hhi_MST,1.00,4524,16,895192,22327,116.60,0.00
vm22775,hhi_MST,1.50,4524,25,897258,22322,116.78,0.00
vm22775,hhi_MST,2.00,4524,19,898905,22326,116.84,0.00
vm22775,hhi_MST,2.50,4524,17,898732,22340,116.92,0.00
vm22775,hhi_MST,3.00,4524,16,892668,22347,116.84,0.00
vm22775,hhi_MST,3.50,4524,15,905977,22352,116.88,0.00
vm22775,hhi_MST,4.00,4524,16,898537,22360,116.95,0.00
vm22775,hhi_MST,4.50,4524,15,883948,22346,117.28,0.00
vm22775,hhi_MST,5.00,4524,15,891550,22351,117.32,0.00
vm22775,hhi_MST,7.00,4524,15,902954,22369,117.17,0.00
vm22775,hhi_MST,10.00,4524,15,894394,22363,118.06,0.00
vm22775,hhi_MST,25.00,4524,15,903035,22395,118.69,0.00
vm22775,hhi_MST,50.00,4524,14,907683,22443,119.72,0.00
vm22775,hhi_MST,75.00,4524,15,920444,22494,119.92,0.00
vm22775,hhi_MST,100.00,4524,15,918250,22503,120.80,0.00
vm22775,hhi_MST,200.00,4524,16,932696,22577,121.50,0.00
ja9847,hhi_MST,0.00,4524,6,813129,9767,112.90,0.00
ja9847,hhi_MST,0.50,4524,5,825377,9756,113.63,0.00
ja9847,hhi_MST,1.00,4524,6,819355,9763,113.72,0.00
ja9847,hhi_MST,1.50,4524,5,822678,9762,113.73,0.00
ja9847,hhi_MST,2.00,4524,6,823397,9756,114.60,0.00
ja9847,hhi_MST,2.50,4524,6,818159,9762,114.43,0.00
ja9847,hhi_MST,3.00,4524,5,816110,9755,114.62,0.00
ja9847,hhi_MST,3.50,4524,6,818652,9755,115.49,0.00
ja9847,hhi_MST,4.00,4524,5,814180,9759,115.50,0.00
ja9847,hhi_MST,4.50,4524,6,812751,9767,114.85,0.00
ja9847,hhi_MST,5.00,4524,5,810354,9774,115.14,0.00
ja9847,hhi_MST,7.00,4524,6,815484,9775,115.24,0.00
ja9847,hhi_MST,10.00,4524,7,808970,9779,115.75,0.00
ja9847,hhi_MST,25.00,4524,6,832631,9787,117.47,0.00
ja9847,hhi_MST,50.00,4524,6,825163,9805,119.19,0.00
ja9847,hhi_MST,75.00,4524,5,834800,9809,119.84,0.00
ja9847,hhi_MST,100.00,4524,5,816521,9807,120.16,0.00
ja9847,hhi_MST,200.00,4524,5,869847,9813,121.28,0.00
mona-lisa100K,hhi_MST,0.00,7376,164,7002004,99958,116.14,0.00
mona-lisa100K,hhi_MST,0.50,7376,142,7007530,99961,116.11,0.00
mona-lisa100K,hhi_MST,1.00,7376,209,7003619,99962,116.49,0.00
mona-lisa100K,hhi_MST,1.50,7376,174,7021603,99959,116.42,0.00
mona-lisa100K,hhi_MST,2.00,7376,168,7002972,99970,116.54,0.00
mona-lisa100K,hhi_MST,2.50,7376,162,6999734,99962,116.67,0.00
mona-lisa100K,hhi_MST,3.00,7376,160,7012007,99956,116.69,0.00
mona-lisa100K,hhi_MST,3.50,7376,159,6991855,99964,116.85,0.00
mona-lisa100K,hhi_MST,4.00,7376,157,6998608,99953,116.77,0.00
mona-lisa100K,hhi_MST,4.50,7376,151,6989697,99964,116.82,0.00
mona-lisa100K,hhi_MST,5.00,7376,155,7008733,99954,117.17,0.00
mona-lisa100K,hhi_MST,7.00,7376,158,6996819,99960,117.19,0.00
mona-lisa100K,hhi_MST,10.00,7376,174,6987641,99965,117.44,0.00
mona-lisa100K,hhi_MST,25.00,7376,151,7026969,99960,119.04,0.00
mona-lisa100K,hhi_MST,50.00,7376,166,7041702,99971,120.85,0.00
mona-lisa100K,hhi_MST,75.00,7376,196,7066874,99952,121.89,0.00
mona-lisa100K,hhi_MST,100.00,7376,175,7093593,99969,122.71,0.00
mona-lisa100K,hhi_MST,200.00,7376,177,7153800,99966,124.61,0.00
